1550707495 2019-02-21 00:04:55 563953 REMEDY     d77ce624652e191a4dfcd4c77675cee71c4c2429a60f360eb464bc43f84cc429 145 2
1550707495 2019-02-21 00:04:55 563953 REMEDY     2b9b901e477972666d95f7c7131a4a998effa9a050945b19411e6f86b9e02331 144 2
1550707495 2019-02-21 00:04:55 563953 REMEDY     f3b289f7f4e4ace8725c6f9f04cdb064099bcd3f986a81165eee252e3b2443d8 144 2
1550707495 2019-02-21 00:04:55 563953 REMEDY     c7737c992e1091c6e897fd5fbf6c91e3ee157c65dfc01ccb9926a705ce3ffddc 144 2
1550707495 2019-02-21 00:04:55 563953 REMEDY     325f326e097831f3de73aad4fcadaaad20dabedbe270d35eb1785e122572cbe4 144 2
1550707495 2019-02-21 00:04:55 563953 REMEDY     a63f54099efdc9bd488e35490f0dc9974bd58c9ec3a9b307a067b66d83426a23 144 1
1550735466 2019-02-21 07:51:06 563997 REMEDY     80f97789fccf7f0a00d77e5775c0262d23c12b41b4989a54153b8d02d3d5fd33 144 46
1551189191 2019-02-26 13:53:11 564746 REMEDY     56eeb3695a3188fc5409807e05b83128513014b672035753716508472fd4f069 2016 1
1551397712 2019-02-28 23:48:32 565107 REMEDY     f976975dccca97608ba59de187afbe3dbec426f7cfdd5cf07315b75871269099 144 2
1551437271 2019-03-01 10:47:51 565193 REMEDY     9f7b2b959e88c52de4414bee7b7bbddb0e92d8edb35e302f2d0b78491b5fa307 144 1
1551532690 2019-03-02 13:18:10 565349 REMEDY     65614f140e8845c9b0ce1271f9e44e1cb398574f4cca762e3bec6444c0decf14 240 1
1551809493 2019-03-05 18:11:33 565801 REMEDY     fe5eed7d64a93b51d4e3ed68f58406edd72d6b7aeb5b5d15867b7f2e72c22b50 144 6380
1552209461 2019-03-10 09:17:41 566452 REMEDY     1291b4eb0b75d8d09039d99df168c2271a2e08b94aed2f5e8a9fe098a8a10a72 144 1
1552209461 2019-03-10 09:17:41 566452 REMEDY     0525c59ac5f3238980a6722c5f5749936734195ca7fb3211379a5cbb7c11e577 144 1
1552209461 2019-03-10 09:17:41 566452 REMEDY     7562b582bc596f83e1c44a6ab58c840afb20b75e6d272394cc1b256640982fe8 182 1
1552209461 2019-03-10 09:17:41 566452 REMEDY     182537234ecc6fe8383834cee2fc755d6660ea9088b1aab356dc720dc9eba1ec 453 1
1552209461 2019-03-10 09:17:41 566452 REMEDY     b8a35ba489a28a8d5a477b4f0caaab21718966be6e23c1d84817d40253b49af0 144 1
1552209461 2019-03-10 09:17:41 566452 REMEDY     8bea50e75557ea6b84dbd184799b049bc7547d743c6f1f061208f65ef21deff4 144 1
1552209461 2019-03-10 09:17:41 566452 REMEDY     bb232e610d38b7fb49e483571495d28e19cb1f4a5b5365c50c03286708a7d70b 144 1
1552209461 2019-03-10 09:17:41 566452 REMEDY     df5813739b52f2fdd47e21a6c27b3827c15d1526c2851336fce46eee027b9019 144 1
1552209461 2019-03-10 09:17:41 566452 REMEDY     de19b2a0ab1050a4911163b06b68a525ec72c67401119829b348870dd78d7d1e 144 1
1552209461 2019-03-10 09:17:41 566452 REMEDY     8505e446806bf08ecf3d7e0c62242b9654816d0644bd4344fc3061c05aed821f 144 1
1552218166 2019-03-10 11:42:46 566465 REMEDY     9ff63b1690be9b0bcc13c6586b047354ed90dd91f294ec7037348194672d421c 144 1
1552317087 2019-03-11 15:11:27 566614 REMEDY     5180c2172f69c2e1dc059723c9569a1c8aacda1d4ba8bd0baec535221c6939c2 144 1
1552313971 2019-03-11 14:19:31 566609 REMEDY     c47f209fa99e2c09a8303cb7ee921d0995d51a20c2490f64c6218a4c52cbcf0f 1201 3
1552343797 2019-03-11 22:36:37 566661 REMEDY     f0e3a89dbc6d0fcfdca0250e7a3219a77751f5df8a8167743d7d4a78a632b1b2 144 1
1552574146 2019-03-14 14:35:46 567027 REMEDY     d94a26a2d955c4217f4d2b5fc3092acda88ed3fc92a9d1b58bc4cbee97d019ca 144 0
1552681546 2019-03-15 20:25:46 567231 REMEDY     421ee6bf337d2ecf1419a5ac420d913f755955d5e49adf0f76da6ab3a2be0e1c 528 1
1552701427 2019-03-16 01:57:07 567264 REMEDY     33d54f11d081cab8bb3030216fb336981b9e0fbf03db998123523c98ff8f13d6 144 1
1552871542 2019-03-18 01:12:22 567569 REMEDY     15c10a644f8e514a714a88080b4af54578f8fe6c73c6ee95b251ef0459f3e658 460 1
1552872403 2019-03-18 01:26:43 567570 REMEDY     bc3854f1f9aaee1a6efbc4aa901a5bc6d57c8357150f25f47a31bb72f3902b6e 144 1
1552872403 2019-03-18 01:26:43 567570 REMEDY     992be8de1bd0a759cf3396932969abe2bcf05a043e5f3296be58b038d3e20dff 1215 1
1552963579 2019-03-19 02:46:19 567740 REMEDY     b102438bbbaa472e70971acb284fe325340e962a83ef068587b922942eb0d45c 144 2
1552963579 2019-03-19 02:46:19 567740 REMEDY     595bebd75891eff9c0b452f8c63692aca1d0fd119f407b0800d928312fa4c181 144 2
1553674800 2019-03-27 08:20:00 568995 REMEDY     b4f8d32f93974fe981bec1f7caf98113d6b12561760544a056818735e766f6de 144 0
1554052945 2019-03-31 17:22:25 569625 REMEDY     9158ea75edcd2458084a910ad98ab9405f5e4984b05c3f8d8955bec040d77840 1201 1
1554417451 2019-04-04 22:37:31 570227 REMEDY     eba768cc68e4e3eba38f19207f2e998bb0839eb2b0fdf2593af7ca984393022a 144 0
1554866303 2019-04-10 03:18:23 570973 REMEDY     943b840c11d3d5a36f7da145503269a7ad4a698303944340720ac69e1d299e8f 144 0
1554998413 2019-04-11 16:00:13 571205 REMEDY     3c28e78eb67071b1fe015b80a94eede34e9752d40db6392a7af4fc11398e68d5 144 1
1555375236 2019-04-16 00:40:36 571813 REMEDY     7bec8455e0c9060e4ee6653ab20acb95d3b5f5a2d624f855948aeccaac0b57c3 144 0
1555397344 2019-04-16 06:49:04 571847 REMEDY     d1b682f9ec0e990b349cc7f5d37062dd56720dd882c9acffc6c8ecfa2b4773dc 144 607
1555518558 2019-04-17 16:29:18 572043 REMEDY     e8e2e516bd97e4f9ae52733946e5e9690826f49fa6ce353c7822f3644422e285 144 317
1555690151 2019-04-19 16:09:11 572338 REMEDY     2097ea111b6e1a3791aaa3aab16fdb0734b795eb170db0b2a77bb666e6e45b7e 144 33
1555953576 2019-04-22 17:19:36 572786 REMEDY     dba60cf746a7acc5ca66133b6dbb7ea8a50be9b38bbf9c4e5b42f9d39f4ed395 144 1060
1556311391 2019-04-26 20:43:11 573372 REMEDY     e0d0a234fe4c88840f90c222215bdd3ff61b1d1d659794d683312809d46eb77f 144 1
1556571726 2019-04-29 21:02:06 573831 REMEDY     fbac130f0a8216a1456e2f4d0a1bf77842263c1a05e157b7ae1da8de89318905 144 1
